href,Base,UrlRest,urlQuery,date,date2,Id,split_string,isId,isDate,isQuary,NowordsAfterBase,nothingAfterBase,Target
https://www.f5haber.com/go/60b09ad588c4ab4dbf3d3496?site=gaste24&ref=headline-right,www.f5haber.com,/go/60b09ad588c4ab4dbf3d3496,site=gaste24&ref=headline-right,[],[],[],"['', 'go/60b09ad588c4ab4dbf3d3496']",False,False,True,1,False,0
https://www.borsagundem.com/piyasa-ekrani/hisse-detay/UZERB,www.borsagundem.com,/piyasa-ekrani/hisse-detay/UZERB,,[],[],[],"['', 'piyasa', 'ekrani', 'hisse', 'detay', 'UZERB']",False,False,False,5,False,1
https://www.sabah.com.tr/spor/avrupaligi,www.sabah.com.tr,/spor/avrupaligi,,[],[],[],"['', 'spor', 'avrupaligi']",False,False,False,2,False,1
http://www.hakkariobjektifhaber.com/test-sarti-basliyor-34106h.htm,www.hakkariobjektifhaber.com,/test-sarti-basliyor-34106h.htm,,[],[],['34106'],"['', 'test', 'sarti', 'basliyor-34106h.htm']",True,False,False,3,False,0
https://qoshe.com/gazete/the-times-of-israel-en,qoshe.com,/gazete/the-times-of-israel-en,,[],[],[],"['', 'gazete', 'the', 'times', 'of', 'israel', 'en']",False,False,False,6,False,1
https://www.haberler.com/son-dakika/,www.haberler.com,/son-dakika/,,[],[],[],"['', 'son', 'dakika', '']",False,False,False,2,False,1
https://www.posta.com.tr/sosyal-yasam,www.posta.com.tr,/sosyal-yasam,,[],[],[],"['', 'sosyal', 'yasam']",False,False,False,2,False,1
https://theworldnews.net/de-news,theworldnews.net,/de-news,,[],[],[],"['', 'de', 'news']",False,False,False,2,False,1
https://www.turkish.shafaqna.com/TR/AL/5891985,www.turkish.shafaqna.com,/TR/AL/5891985,,[],[],['5891985'],"['', 'TR', 'AL/5891985']",True,False,False,2,False,0
https://www.turkish.shafaqna.com/TR/AL/5892002,www.turkish.shafaqna.com,/TR/AL/5892002,,[],[],['5892002'],"['', 'TR', 'AL/5892002']",True,False,False,2,False,0
https://www.f5haber.com/go/60b09535cff2c9252a3bd248?site=posta&ref=headline-right,www.f5haber.com,/go/60b09535cff2c9252a3bd248,site=posta&ref=headline-right,[],[],['09535'],"['', 'go/60b09535cff2c9252a3bd248']",True,False,True,1,False,0
https://qoshe.com/nz,qoshe.com,/nz,,[],[],[],"['', 'nz']",False,False,False,1,False,1
https://ozgurdenizli.com/istanbul-1-eylul-mitingi-engellendi-cok-sayida-gozalti-var,ozgurdenizli.com,/istanbul-1-eylul-mitingi-engellendi-cok-sayida-gozalti-var,,[],[],[],"['', 'istanbul-1-eylul', 'mitingi', 'engellendi', 'cok', 'sayida', 'gozalti', 'var']",False,False,False,7,False,0
https://www.posta.com.tr/6-eylul-okulun-ilk-gunu-toplu-tasima-ucretsiz-mi-bugun-iett-otobus-metro-metrobus-bedava-mi-2371185,www.posta.com.tr,/6-eylul-okulun-ilk-gunu-toplu-tasima-ucretsiz-mi-bugun-iett-otobus-metro-metrobus-bedava-mi-2371185,,[],[],['2371185'],"['/6-eylul', 'okulun', 'ilk', 'gunu', 'toplu', 'tasima', 'ucretsiz', 'mi', 'bugun', 'iett', 'otobus', 'metro', 'metrobus', 'bedava', 'mi-2371185']",True,False,False,15,False,0
https://www.sondakika.com/,www.sondakika.com,/,,[],[],[],"['', '']",False,False,False,0,True,1
https://theworldnews.net/,theworldnews.net,/,,[],[],[],"['', '']",False,False,False,0,True,1
https://www.turkish.shafaqna.com/TR/AL/5892003,www.turkish.shafaqna.com,/TR/AL/5892003,,[],[],['5892003'],"['', 'TR', 'AL/5892003']",True,False,False,2,False,0
https://www.star.com.tr/guncel/sehirlerarasi-toplu-tasimada-pcr-testi-zorunlulugu-basladi-haber-1650863,www.star.com.tr,/guncel/sehirlerarasi-toplu-tasimada-pcr-testi-zorunlulugu-basladi-haber-1650863,,[],[],['1650863'],"['', 'guncel', 'sehirlerarasi', 'toplu', 'tasimada', 'pcr', 'testi', 'zorunlulugu', 'basladi', 'haber-1650863']",True,False,False,9,False,0
http://www.erzurumgazetesi.com.tr/haber/devlet-elinden-geleni-yapiyor-ya-vatandas-/144340,www.erzurumgazetesi.com.tr,/haber/devlet-elinden-geleni-yapiyor-ya-vatandas-/144340,,[],[],['144340'],"['', 'haber', 'devlet', 'elinden', 'geleni', 'yapiyor', 'ya', 'vatandas', '/144340']",True,False,False,8,False,0
https://www.f5haber.com/go/60b098843ad8613ccd150d68?site=gaste24&ref=headline-right,www.f5haber.com,/go/60b098843ad8613ccd150d68,site=gaste24&ref=headline-right,[],[],['098843'],"['', 'go/60b098843ad8613ccd150d68']",True,False,True,1,False,0
https://www.turkish.shafaqna.com/TR/AL/5892010,www.turkish.shafaqna.com,/TR/AL/5892010,,[],[],['5892010'],"['', 'TR', 'AL/5892010']",True,False,False,2,False,0
https://www.haberler.com/iki-kadinin-katil-zanlisinin-babasi-da-kadin-14162026-haberi/,www.haberler.com,/iki-kadinin-katil-zanlisinin-babasi-da-kadin-14162026-haberi/,,[],[],['14162026'],"['', 'iki', 'kadinin', 'katil', 'zanlisinin', 'babasi', 'da', 'kadin-14162026-haberi', '']",True,False,False,7,False,0
https://www.borsagundem.com/piyasa-ekrani/hisse-detay/ISGSY,www.borsagundem.com,/piyasa-ekrani/hisse-detay/ISGSY,,[],[],[],"['', 'piyasa', 'ekrani', 'hisse', 'detay', 'ISGSY']",False,False,False,5,False,1
https://www.turkish.shafaqna.com/TR/AL/5891996,www.turkish.shafaqna.com,/TR/AL/5891996,,[],[],['5891996'],"['', 'TR', 'AL/5891996']",True,False,False,2,False,0
https://www.turkish.shafaqna.com/TR/AL/archive/1,www.turkish.shafaqna.com,/TR/AL/archive/1,,[],[],[],"['', 'TR', 'AL', 'archive/1']",False,False,False,3,False,1
https://www.turkish.shafaqna.com/TR/AL/5892011,www.turkish.shafaqna.com,/TR/AL/5892011,,[],[],['5892011'],"['', 'TR', 'AL/5892011']",True,False,False,2,False,0
http://www.medyaspot.com/haber/a%c3%be%c3%bds%c3%bdza-hayat-art%c3%bdk-daha-zor/238237,www.medyaspot.com,/haber/a%c3%be%c3%bds%c3%bdza-hayat-art%c3%bdk-daha-zor/238237,,[],[],['238237'],"['', 'haber', 'a%c3%be%c3%bds%c3%bdza', 'hayat', 'art%c3%bdk', 'daha', 'zor/238237']",True,False,False,6,False,0
https://www.sabah.com.tr/memurlar,www.sabah.com.tr,/memurlar,,[],[],[],"['', 'memurlar']",False,False,False,1,False,1
https://www.borsagundem.com/haber/elvan-hedefimiz-dolarizasyonu-tersine-cevirmek/1574440,www.borsagundem.com,/haber/elvan-hedefimiz-dolarizasyonu-tersine-cevirmek/1574440,,[],[],['1574440'],"['', 'haber', 'elvan', 'hedefimiz', 'dolarizasyonu', 'tersine', 'cevirmek/1574440']",True,False,False,6,False,0
https://www.gercekgundem.com/guncel/297538/asida-hile-iddiasi-ortaligi-karistirdi,www.gercekgundem.com,/guncel/297538/asida-hile-iddiasi-ortaligi-karistirdi,,[],[],['297538'],"['', 'guncel/297538/asida', 'hile', 'iddiasi', 'ortaligi', 'karistirdi']",True,False,False,5,False,0
https://resmihaber.net/2021/09/06/bugun-toplu-tasima-ucretsiz-mi-6-eylul-okulun-ilk-gunu-otobus-metro-metrobus-bedava-mi,resmihaber.net,/2021/09/06/bugun-toplu-tasima-ucretsiz-mi-6-eylul-okulun-ilk-gunu-otobus-metro-metrobus-bedava-mi,,['2021/09/06'],[],[],"['/2021/09/06/bugun', 'toplu', 'tasima', 'ucretsiz', 'mi-6-eylul', 'okulun', 'ilk', 'gunu', 'otobus', 'metro', 'metrobus', 'bedava', 'mi']",False,True,False,13,False,0
https://www.f5haber.com/posta/6-eylul-okulun-ilk-gunu-toplu-tasima-ucretsiz-mi-bugun-iett-otobus-metro-metrobus-bedava-mi-6019849,www.f5haber.com,/posta/6-eylul-okulun-ilk-gunu-toplu-tasima-ucretsiz-mi-bugun-iett-otobus-metro-metrobus-bedava-mi-6019849,,[],[],['6019849'],"['', 'posta/6-eylul', 'okulun', 'ilk', 'gunu', 'toplu', 'tasima', 'ucretsiz', 'mi', 'bugun', 'iett', 'otobus', 'metro', 'metrobus', 'bedava', 'mi-6019849']",True,False,False,15,False,0
https://www.gundemebakis.com/guncel/asi-olmayana-test-donemi-asisiza-hayat-artik-daha-zor-egitim-h93329.html,www.gundemebakis.com,/guncel/asi-olmayana-test-donemi-asisiza-hayat-artik-daha-zor-egitim-h93329.html,,[],[],['93329'],"['', 'guncel', 'asi', 'olmayana', 'test', 'donemi', 'asisiza', 'hayat', 'artik', 'daha', 'zor', 'egitim', 'h93329.html']",True,False,False,12,False,0
https://www.sondakika.com/haber/haber-diyarbakir-da-iki-kuyuda-petrol-bulunmasi-sevinc-14161408/,www.sondakika.com,/haber/haber-diyarbakir-da-iki-kuyuda-petrol-bulunmasi-sevinc-14161408/,,[],[],['14161408'],"['', 'haber', 'haber', 'diyarbakir', 'da', 'iki', 'kuyuda', 'petrol', 'bulunmasi', 'sevinc-14161408/']",True,False,False,9,False,0
https://www.sabah.com.tr/spor/sampiyonlarligi,www.sabah.com.tr,/spor/sampiyonlarligi,,[],[],[],"['', 'spor', 'sampiyonlarligi']",False,False,False,2,False,1
https://www.kanalmaras.com/guncel/pes-artik-simdi-de-asi-olmustur-dolandiriciligi-h94454.html,www.kanalmaras.com,/guncel/pes-artik-simdi-de-asi-olmustur-dolandiriciligi-h94454.html,,[],[],['94454'],"['', 'guncel', 'pes', 'artik', 'simdi', 'de', 'asi', 'olmustur', 'dolandiriciligi', 'h94454.html']",True,False,False,9,False,0
https://qoshe.com/rs,qoshe.com,/rs,,[],[],[],"['', 'rs']",False,False,False,1,False,1
https://www.turkish.shafaqna.com/,www.turkish.shafaqna.com,/,,[],[],[],"['', '']",False,False,False,0,True,1
https://www.posta.com.tr/iste-necip-uysalin-gelecek-plani-futbolu-biraktiktan-sonra-2334262,www.posta.com.tr,/iste-necip-uysalin-gelecek-plani-futbolu-biraktiktan-sonra-2334262,,[],[],['2334262'],"['', 'iste', 'necip', 'uysalin', 'gelecek', 'plani', 'futbolu', 'biraktiktan', 'sonra-2334262']",True,False,False,8,False,0
https://www.haberturk.com/ekonomi/is-yasam,www.haberturk.com,/ekonomi/is-yasam,,[],[],[],"['', 'ekonomi', 'is', 'yasam']",False,False,False,3,False,1
http://www.haberhatti.com.tr/gundem/saglik-calisanlari-asi-kayitlarinda-hile-yapti-h79966.html,www.haberhatti.com.tr,/gundem/saglik-calisanlari-asi-kayitlarinda-hile-yapti-h79966.html,,[],[],['79966'],"['', 'gundem', 'saglik', 'calisanlari', 'asi', 'kayitlarinda', 'hile', 'yapti', 'h79966.html']",True,False,False,8,False,0
https://www.gazeteduvar.com.tr/acilar-anilar-ve-odtu-ormani-makale-1533873,www.gazeteduvar.com.tr,/acilar-anilar-ve-odtu-ormani-makale-1533873,,[],[],['1533873'],"['', 'acilar', 'anilar', 've', 'odtu', 'ormani', 'makale-1533873']",True,False,False,6,False,0
https://www.posta.com.tr/insan/moda,www.posta.com.tr,/insan/moda,,[],[],[],"['', 'insan', 'moda']",False,False,False,2,False,1
https://theworldnews.net/,theworldnews.net,/,,[],[],[],"['', '']",False,False,False,0,True,1
https://www.ahaber.com.tr/gundem/2021/09/06/chpli-istanbul-buyuksehir-belediyesi-sozcusu-murat-ongunun-a-haberi-hedef-alan-paylasimina-iliskin-gercek-ortaya-cikti-hurdaya-ayrildi-denilen-otobusler-chpye-devredildiginde-calisiyordu,www.ahaber.com.tr,/gundem/2021/09/06/chpli-istanbul-buyuksehir-belediyesi-sozcusu-murat-ongunun-a-haberi-hedef-alan-paylasimina-iliskin-gercek-ortaya-cikti-hurdaya-ayrildi-denilen-otobusler-chpye-devredildiginde-calisiyordu,,['2021/09/06'],[],[],"['', 'gundem/2021/09/06/chpli', 'istanbul', 'buyuksehir', 'belediyesi', 'sozcusu', 'murat', 'ongunun', 'a', 'haberi', 'hedef', 'alan', 'paylasimina', 'iliskin', 'gercek', 'ortaya', 'cikti', 'hurdaya', 'ayrildi', 'denilen', 'otobusler', 'chpye', 'devredildiginde', 'calisiyordu']",False,True,False,23,False,0
https://www.borsagundem.com/piyasa-ekrani/endeksler/uluslararasi-endeksler,www.borsagundem.com,/piyasa-ekrani/endeksler/uluslararasi-endeksler,,[],[],[],"['', 'piyasa', 'ekrani', 'endeksler', 'uluslararasi', 'endeksler']",False,False,False,5,False,1
https://haberbuketi.net/2021/09/06/salginda-araba-isteyene-buyuk-vergi-getirdik,haberbuketi.net,/2021/09/06/salginda-araba-isteyene-buyuk-vergi-getirdik,,['2021/09/06'],[],[],"['/2021/09/06/salginda', 'araba', 'isteyene', 'buyuk', 'vergi', 'getirdik']",False,True,False,6,False,0
https://www.ciddigazete.com/genel/okullar-acildi-trafik-kitlendi-h40139.html,www.ciddigazete.com,/genel/okullar-acildi-trafik-kitlendi-h40139.html,,[],[],['40139'],"['', 'genel', 'okullar', 'acildi', 'trafik', 'kitlendi', 'h40139.html']",True,False,False,6,False,0
https://theworldnews.net/de-news/,theworldnews.net,/de-news/,,[],[],[],"['', 'de', 'news', '']",False,False,False,2,False,1
https://www.bloomberght.com/ekonomi-ve-siyaset-gundemi-6-eylul-2021-2286961,www.bloomberght.com,/ekonomi-ve-siyaset-gundemi-6-eylul-2021-2286961,,[],[],['2286961'],"['', 'ekonomi', 've', 'siyaset', 'gundemi-6-eylul-2021-2286961']",True,False,False,4,False,0
https://www.veryansintv.com/sehirlerarasi-yolculuga-cikacaklara-uyari-bugunden-itibaren-zorunlu,www.veryansintv.com,/sehirlerarasi-yolculuga-cikacaklara-uyari-bugunden-itibaren-zorunlu,,[],[],[],"['', 'sehirlerarasi', 'yolculuga', 'cikacaklara', 'uyari', 'bugunden', 'itibaren', 'zorunlu']",False,False,False,7,False,0
https://qoshe.com/sg,qoshe.com,/sg,,[],[],[],"['', 'sg']",False,False,False,1,False,1
https://qoshe.com/pk/ur,qoshe.com,/pk/ur,,[],[],[],"['', 'pk', 'ur']",False,False,False,2,False,1
https://haberbuketi.net/2021/09/06/iki-baskanimiz-da-basarili-oturakli,haberbuketi.net,/2021/09/06/iki-baskanimiz-da-basarili-oturakli,,['2021/09/06'],[],[],"['/2021/09/06/iki', 'baskanimiz', 'da', 'basarili', 'oturakli']",False,True,False,5,False,0
https://www.kanalben.com/guncel/sehirler-arasi-ulasimda-pcr-testi-zorunlulugu-basladi-h584212.html,www.kanalben.com,/guncel/sehirler-arasi-ulasimda-pcr-testi-zorunlulugu-basladi-h584212.html,,[],[],['584212'],"['', 'guncel', 'sehirler', 'arasi', 'ulasimda', 'pcr', 'testi', 'zorunlulugu', 'basladi', 'h584212.html']",True,False,False,9,False,0
https://www.birgun.net/haber/sehirlerarasi-toplu-tasimada-pcr-testi-zorunlulugu-basladi-357700,www.birgun.net,/haber/sehirlerarasi-toplu-tasimada-pcr-testi-zorunlulugu-basladi-357700,,[],[],['357700'],"['', 'haber', 'sehirlerarasi', 'toplu', 'tasimada', 'pcr', 'testi', 'zorunlulugu', 'basladi-357700']",True,False,False,8,False,0
https://theworldnews.net/#de-removed,theworldnews.net,/,,[],[],[],"['', '']",False,False,False,0,True,1
https://www.kamudanhaber.net/guncel/nerelerde-pcr-testi-istenecek-iste-a-dan-z-ye-tum-ayrintilar-h482383.html,www.kamudanhaber.net,/guncel/nerelerde-pcr-testi-istenecek-iste-a-dan-z-ye-tum-ayrintilar-h482383.html,,[],[],['482383'],"['', 'guncel', 'nerelerde', 'pcr', 'testi', 'istenecek', 'iste', 'a', 'dan', 'z', 'ye', 'tum', 'ayrintilar', 'h482383.html']",True,False,False,13,False,0
https://www.f5haber.com/ekonomi/bakan-elvan-salginin-basindan-bugune-kadar-merkezi-yonetim-butcesinden-79-milyar-liralik-harcama-yaptik-5939420,www.f5haber.com,/ekonomi/bakan-elvan-salginin-basindan-bugune-kadar-merkezi-yonetim-butcesinden-79-milyar-liralik-harcama-yaptik-5939420,,[],[],['5939420'],"['', 'ekonomi', 'bakan', 'elvan', 'salginin', 'basindan', 'bugune', 'kadar', 'merkezi', 'yonetim', 'butcesinden-79-milyar', 'liralik', 'harcama', 'yaptik-5939420']",True,False,False,13,False,0
https://www.medyatava.com/haber/asisiza-hayat-artik-daha-zor-egitim-sinema-tiyatro-seyahat_222051,www.medyatava.com,/haber/asisiza-hayat-artik-daha-zor-egitim-sinema-tiyatro-seyahat_222051,,[],[],['222051'],"['', 'haber', 'asisiza', 'hayat', 'artik', 'daha', 'zor', 'egitim', 'sinema', 'tiyatro', 'seyahat_222051']",True,False,False,10,False,0
https://www.sgkrehberi.com/haber/330456/6-eylul-2021-den-onemli-gundem-basliklari.html,www.sgkrehberi.com,/haber/330456/6-eylul-2021-den-onemli-gundem-basliklari.html,,[],[],['330456'],"['', 'haber/330456/6-eylul-2021-den', 'onemli', 'gundem', 'basliklari.html']",True,False,False,4,False,0
https://www.posta.com.tr/posta-tv,www.posta.com.tr,/posta-tv,,[],[],[],"['', 'posta', 'tv']",False,False,False,2,False,1
https://www.turkish.shafaqna.com/TR/AL/5891978,www.turkish.shafaqna.com,/TR/AL/5891978,,[],[],['5891978'],"['', 'TR', 'AL/5891978']",True,False,False,2,False,0
https://www.posta.com.tr/izmirde-hastane-onunde-dehset-anlari-motosikletten-ates-acti-3u-agir-5-kisi-yarali-2334241,www.posta.com.tr,/izmirde-hastane-onunde-dehset-anlari-motosikletten-ates-acti-3u-agir-5-kisi-yarali-2334241,,[],[],['2334241'],"['', 'izmirde', 'hastane', 'onunde', 'dehset', 'anlari', 'motosikletten', 'ates', 'acti-3u', 'agir-5-kisi', 'yarali-2334241']",True,False,False,10,False,0
https://www.f5haber.com/bilim-kurulu-uyesi-acikladi-maskelere-ne-zaman-veda-edecegiz-fotogaleri-5939232,www.f5haber.com,/bilim-kurulu-uyesi-acikladi-maskelere-ne-zaman-veda-edecegiz-fotogaleri-5939232,,[],[],['5939232'],"['', 'bilim', 'kurulu', 'uyesi', 'acikladi', 'maskelere', 'ne', 'zaman', 'veda', 'edecegiz', 'fotogaleri-5939232']",True,False,False,10,False,0
https://www.sondakika.com/haber/haber-akraba-kavgasi-kanli-bitti-kursunlarin-hedefi-14162132/,www.sondakika.com,/haber/haber-akraba-kavgasi-kanli-bitti-kursunlarin-hedefi-14162132/,,[],[],['14162132'],"['', 'haber', 'haber', 'akraba', 'kavgasi', 'kanli', 'bitti', 'kursunlarin', 'hedefi-14162132/']",True,False,False,8,False,0
https://turkish.shafaqna.com/tr/al/6065775,turkish.shafaqna.com,/tr/al/6065775,,[],[],['6065775'],"['', 'tr', 'al/6065775']",True,False,False,2,False,0
https://www.kocaelioncu.com/genel/sehirlerarasi-toplu-tasimada-pcr-testi-zorunlulugu-basladi-h53583.html,www.kocaelioncu.com,/genel/sehirlerarasi-toplu-tasimada-pcr-testi-zorunlulugu-basladi-h53583.html,,[],[],['53583'],"['', 'genel', 'sehirlerarasi', 'toplu', 'tasimada', 'pcr', 'testi', 'zorunlulugu', 'basladi', 'h53583.html']",True,False,False,9,False,0
https://www.haberler.com/otobusler-ucretsiz-mi-bugun-iett-metro-14376628-haberi,www.haberler.com,/otobusler-ucretsiz-mi-bugun-iett-metro-14376628-haberi,,[],[],['14376628'],"['', 'otobusler', 'ucretsiz', 'mi', 'bugun', 'iett', 'metro-14376628-haberi']",True,False,False,6,False,0
https://www.gaste24.com/gundem/asi-olmayanlar-icin-pcr-testi-zorunlulugu-basladi-h160901.html,www.gaste24.com,/gundem/asi-olmayanlar-icin-pcr-testi-zorunlulugu-basladi-h160901.html,,[],[],['160901'],"['', 'gundem', 'asi', 'olmayanlar', 'icin', 'pcr', 'testi', 'zorunlulugu', 'basladi', 'h160901.html']",True,False,False,9,False,0
https://www.posta.com.tr/,www.posta.com.tr,/,,[],[],[],"['', '']",False,False,False,0,True,1
